Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,ResultScore,ResultBand
19,0,1,0,0,1,3,2,2,0,4,0,3,1,1,0,1,1,0,4,0,1,25,Problematic use likely (structured assessment)
14,1,0,2,1,2,0,1,4,3,4,1,2,3,1,2,0,1,1,1,2,4,34,High risk / addictive pattern (consider referral)
18,2,1,0,2,0,3,2,0,0,0,4,0,0,2,4,1,1,0,4,2,3,31,High risk / addictive pattern (consider referral)
14,0,2,2,1,1,1,3,0,3,2,2,1,0,3,3,1,1,0,2,2,4,32,High risk / addictive pattern (consider referral)
13,0,0,0,0,2,2,2,1,0,1,3,0,0,3,2,1,1,1,0,2,0,21,Problematic use likely (structured assessment)
15,0,2,2,2,2,1,1,2,2,2,2,1,4,0,3,1,0,0,0,1,1,27,Problematic use likely (structured assessment)
14,1,2,1,2,1,2,0,0,0,3,2,1,2,0,1,0,0,1,0,3,4,25,Problematic use likely (structured assessment)
18,1,0,3,0,1,3,1,1,3,3,0,0,1,0,2,0,0,0,1,2,4,23,Problematic use likely (structured assessment)
13,0,1,3,2,0,3,0,0,3,4,0,1,4,1,0,0,1,1,0,3,2,26,Problematic use likely (structured assessment)
16,1,1,0,1,2,2,0,1,2,2,0,0,3,3,2,1,1,1,3,0,4,30,High risk / addictive pattern (consider referral)
18,0,3,4,0,2,2,1,3,2,0,2,1,1,0,0,0,1,0,1,0,2,21,Problematic use likely (structured assessment)
16,0,1,2,2,1,1,0,3,0,1,0,2,3,1,4,0,0,0,1,4,1,25,Problematic use likely (structured assessment)
14,1,1,2,1,1,1,2,0,3,1,2,3,0,4,2,1,1,1,1,4,2,32,High risk / addictive pattern (consider referral)
17,1,3,4,2,2,3,1,2,1,4,0,2,3,1,3,1,0,1,1,1,3,35,High risk / addictive pattern (consider referral)
14,0,3,3,1,2,1,1,2,3,0,0,3,0,0,2,1,0,1,1,3,0,24,Problematic use likely (structured assessment)
17,1,2,4,2,0,3,1,3,4,4,2,4,4,1,1,1,0,0,1,2,1,37,High risk / addictive pattern (consider referral)
16,1,2,0,2,2,0,4,3,1,2,0,3,3,2,3,0,0,1,3,0,1,33,High risk / addictive pattern (consider referral)
17,1,3,1,2,0,2,2,3,3,2,1,1,1,2,4,1,1,0,4,3,0,36,High risk / addictive pattern (consider referral)
16,2,3,2,2,2,2,2,3,2,1,3,0,1,3,2,1,0,1,1,4,1,36,High risk / addictive pattern (consider referral)
15,1,2,1,0,2,3,4,0,1,0,4,4,3,4,2,1,1,1,1,0,1,35,High risk / addictive pattern (consider referral)
13,0,1,1,1,2,1,0,0,0,0,0,1,1,3,2,1,0,0,2,3,3,21,Problematic use likely (structured assessment)
19,1,2,0,0,1,1,2,0,0,4,0,2,1,2,2,0,1,1,4,4,0,28,Problematic use likely (structured assessment)
19,0,3,3,1,2,0,1,2,0,3,0,0,4,1,3,0,0,1,4,0,3,28,Problematic use likely (structured assessment)
17,1,1,0,0,2,1,0,3,1,2,4,3,4,4,2,1,1,1,0,1,4,36,High risk / addictive pattern (consider referral)
15,0,3,4,0,0,1,2,2,1,1,0,1,3,2,2,0,0,0,0,4,2,24,Problematic use likely (structured assessment)
13,1,0,2,2,0,1,1,1,3,0,1,2,0,4,0,0,0,0,0,0,0,16,At-risk (brief advice/monitor)
17,1,3,3,0,1,1,3,2,3,3,2,4,3,2,0,1,1,0,0,2,1,33,High risk / addictive pattern (consider referral)
13,2,1,0,1,2,0,2,0,2,3,4,0,1,3,4,1,1,0,1,4,0,32,High risk / addictive pattern (consider referral)
18,0,2,1,2,2,3,1,1,1,3,3,2,2,0,3,0,1,1,2,3,3,35,High risk / addictive pattern (consider referral)
14,0,2,3,1,2,1,1,1,3,0,4,2,1,0,2,0,1,0,2,1,2,26,Problematic use likely (structured assessment)
18,0,3,0,0,0,2,0,2,4,0,0,2,1,2,2,0,0,0,4,2,3,27,Problematic use likely (structured assessment)
16,1,0,1,0,2,3,4,1,0,1,1,2,2,4,2,0,0,0,1,1,4,29,Problematic use likely (structured assessment)
18,1,0,2,0,1,1,4,0,4,3,2,3,3,1,2,0,1,1,0,0,2,29,Problematic use likely (structured assessment)
13,0,1,2,0,2,0,3,0,1,3,3,2,3,3,2,0,0,0,2,2,4,31,High risk / addictive pattern (consider referral)
13,2,0,3,1,1,0,1,1,1,2,4,2,0,4,4,0,0,1,1,3,0,28,Problematic use likely (structured assessment)
14,2,2,4,2,1,0,1,4,0,1,2,3,1,3,4,0,1,0,2,2,4,35,High risk / addictive pattern (consider referral)
18,0,3,4,2,0,1,4,3,4,1,1,0,4,0,0,0,1,1,1,4,0,30,High risk / addictive pattern (consider referral)
17,2,1,4,1,0,1,1,1,3,0,3,1,4,2,0,0,1,0,1,4,3,29,Problematic use likely (structured assessment)
13,0,0,2,2,0,1,4,2,1,4,1,1,4,1,3,1,0,1,2,3,4,35,High risk / addictive pattern (consider referral)
13,1,0,3,0,0,3,1,2,3,1,1,4,2,3,3,1,1,1,3,2,4,36,High risk / addictive pattern (consider referral)
16,1,2,1,2,0,3,0,1,1,4,2,0,4,2,3,0,0,0,4,3,3,35,High risk / addictive pattern (consider referral)
15,1,1,3,2,2,1,4,1,1,0,2,3,0,3,4,0,0,0,2,3,1,31,High risk / addictive pattern (consider referral)
16,2,0,0,2,1,2,4,3,3,4,2,1,4,0,3,0,0,0,4,4,1,40,High risk / addictive pattern (consider referral)
15,0,3,1,1,0,1,0,4,2,3,3,3,2,2,0,1,0,0,3,0,2,30,High risk / addictive pattern (consider referral)
15,1,2,0,1,1,0,2,4,0,2,2,2,3,1,1,1,1,1,1,0,1,27,Problematic use likely (structured assessment)
14,1,1,1,0,1,2,0,0,1,4,4,0,1,3,3,1,0,0,3,0,1,26,Problematic use likely (structured assessment)
17,0,2,0,0,0,1,0,0,0,2,1,0,3,1,4,1,1,0,1,2,0,19,At-risk (brief advice/monitor)
19,1,2,3,1,1,3,1,3,0,1,1,1,1,2,4,0,1,0,4,4,0,31,High risk / addictive pattern (consider referral)
16,1,0,4,2,1,3,4,1,0,4,4,1,3,1,1,1,1,1,2,3,1,35,High risk / addictive pattern (consider referral)
17,1,3,2,1,2,1,2,3,1,2,1,4,0,4,2,0,0,0,1,4,4,36,High risk / addictive pattern (consider referral)
16,1,0,3,0,0,3,0,4,3,2,4,4,3,0,4,1,1,0,2,0,4,36,High risk / addictive pattern (consider referral)
19,1,3,2,0,2,3,2,0,0,3,2,1,0,2,2,0,1,0,4,2,3,31,High risk / addictive pattern (consider referral)
18,1,3,3,0,0,1,2,0,4,4,1,2,3,1,2,1,0,0,0,0,0,25,Problematic use likely (structured assessment)
19,0,1,3,2,1,0,2,2,4,1,1,0,1,4,2,0,1,1,1,3,1,28,Problematic use likely (structured assessment)
15,1,0,1,0,2,2,0,3,4,4,3,1,0,3,1,0,1,0,1,3,3,32,High risk / addictive pattern (consider referral)
19,2,1,2,0,2,0,4,2,3,1,1,3,3,3,2,0,1,0,4,2,1,35,High risk / addictive pattern (consider referral)
15,0,2,3,0,0,3,4,2,2,3,4,4,1,2,4,0,1,0,0,2,3,37,High risk / addictive pattern (consider referral)
18,1,2,3,2,0,1,2,1,4,1,2,2,1,4,4,0,1,1,4,0,1,34,High risk / addictive pattern (consider referral)
17,2,0,1,2,0,2,0,1,4,0,2,0,3,0,2,0,1,0,2,4,4,29,Problematic use likely (structured assessment)
19,0,0,4,0,0,1,0,1,0,2,4,4,2,3,1,1,1,0,0,2,4,26,Problematic use likely (structured assessment)
14,1,2,0,0,0,3,4,4,3,1,2,2,4,1,2,0,0,1,1,1,1,33,High risk / addictive pattern (consider referral)
14,0,0,1,1,2,0,4,3,3,3,4,0,0,1,1,1,1,1,1,2,1,29,Problematic use likely (structured assessment)
19,0,3,4,1,1,2,3,0,1,0,3,4,1,0,0,1,1,1,2,0,2,26,Problematic use likely (structured assessment)
19,0,2,0,1,1,0,4,3,1,1,1,2,3,2,4,0,1,1,3,0,1,31,High risk / addictive pattern (consider referral)
19,2,0,2,2,0,2,0,0,4,1,4,3,1,1,3,0,0,0,0,1,3,27,Problematic use likely (structured assessment)
13,2,1,3,0,0,3,0,4,2,2,2,1,2,2,3,1,0,0,3,0,1,29,Problematic use likely (structured assessment)
13,0,0,4,0,1,0,3,4,3,2,1,0,3,4,1,0,1,0,1,1,0,25,Problematic use likely (structured assessment)
16,1,1,0,2,0,0,0,0,2,1,0,1,4,2,2,1,0,0,2,1,3,23,Problematic use likely (structured assessment)
16,0,0,1,0,2,3,1,1,2,0,0,3,0,1,4,1,1,0,0,2,4,25,Problematic use likely (structured assessment)
15,2,3,4,2,0,2,4,1,3,2,1,2,2,4,0,1,0,1,4,0,3,37,High risk / addictive pattern (consider referral)
16,2,1,0,2,1,2,0,3,2,4,3,1,4,4,1,0,0,0,0,2,3,35,High risk / addictive pattern (consider referral)
15,2,1,3,1,2,2,3,2,0,2,1,1,3,2,2,1,0,1,2,2,3,33,High risk / addictive pattern (consider referral)
13,1,2,1,1,1,3,0,1,3,0,2,1,2,3,4,1,0,0,3,2,3,33,High risk / addictive pattern (consider referral)
14,1,1,1,2,0,2,2,0,1,2,0,1,0,3,1,1,1,0,4,0,0,22,Problematic use likely (structured assessment)
15,1,3,4,1,0,3,3,1,3,0,2,0,2,2,3,1,1,1,0,4,4,35,High risk / addictive pattern (consider referral)
17,0,2,0,0,2,1,1,3,4,4,2,0,0,4,2,1,0,1,1,1,3,32,High risk / addictive pattern (consider referral)
15,1,2,0,0,0,2,3,1,3,1,2,4,1,3,4,0,0,0,3,3,0,33,High risk / addictive pattern (consider referral)
13,2,3,3,0,2,1,4,3,4,3,1,0,2,3,4,0,0,1,0,0,0,33,High risk / addictive pattern (consider referral)
13,0,2,0,1,1,3,2,2,4,2,1,0,4,4,1,1,0,0,4,1,1,34,High risk / addictive pattern (consider referral)
16,1,2,4,2,2,2,2,0,4,2,0,2,4,2,3,0,1,0,1,3,0,33,High risk / addictive pattern (consider referral)
15,0,3,0,0,2,1,4,3,2,3,2,1,1,3,3,0,1,1,3,1,2,36,High risk / addictive pattern (consider referral)
18,1,0,3,2,1,1,4,1,0,1,1,2,4,1,0,1,0,0,4,4,1,29,Problematic use likely (structured assessment)
18,1,0,1,1,1,2,1,4,4,4,1,3,2,4,3,0,0,0,4,1,0,36,High risk / addictive pattern (consider referral)
18,0,0,4,2,0,1,2,0,1,4,0,0,4,1,1,1,0,1,1,1,2,22,Problematic use likely (structured assessment)
18,1,0,1,1,1,0,0,0,4,0,0,1,2,2,2,1,1,0,4,2,4,26,Problematic use likely (structured assessment)
13,0,2,1,1,0,3,4,4,1,3,4,3,3,3,3,1,0,0,4,1,1,41,High risk / addictive pattern (consider referral)
18,1,3,0,0,0,1,3,2,3,4,2,4,3,0,0,0,0,1,1,2,3,33,High risk / addictive pattern (consider referral)
18,2,3,1,2,0,3,1,3,4,1,1,1,2,4,4,0,0,0,0,3,2,36,High risk / addictive pattern (consider referral)
16,2,1,2,1,0,2,2,1,4,4,4,4,1,1,2,1,0,0,3,3,1,37,High risk / addictive pattern (consider referral)
19,0,1,3,0,2,1,2,1,3,3,2,1,0,1,0,1,1,0,4,4,1,28,Problematic use likely (structured assessment)
16,2,3,0,0,0,3,0,4,0,4,3,1,2,4,3,1,0,0,0,3,0,33,High risk / addictive pattern (consider referral)
18,0,2,1,1,2,0,0,4,0,1,1,1,0,2,2,1,0,0,1,2,0,20,At-risk (brief advice/monitor)
15,1,1,2,0,2,3,0,1,0,0,2,0,3,3,4,1,1,0,0,2,3,27,Problematic use likely (structured assessment)
16,2,3,1,1,1,0,4,4,3,3,4,4,3,2,3,0,0,1,0,4,1,43,High risk / addictive pattern (consider referral)
16,2,1,4,2,0,0,2,3,0,0,2,3,1,1,1,1,0,0,1,1,3,24,Problematic use likely (structured assessment)
18,0,2,0,1,1,2,4,4,1,2,0,1,0,0,2,1,0,0,4,1,0,26,Problematic use likely (structured assessment)
13,2,0,2,0,2,2,1,4,3,4,3,0,0,4,1,0,0,0,3,0,3,32,High risk / addictive pattern (consider referral)
14,1,1,2,1,2,3,3,4,4,2,0,4,0,3,2,1,1,0,3,4,2,41,High risk / addictive pattern (consider referral)
15,0,1,3,0,1,1,0,4,0,3,0,0,4,3,2,0,1,1,0,3,2,26,Problematic use likely (structured assessment)
17,2,0,3,1,0,3,0,0,0,1,4,1,0,0,0,1,1,1,2,3,3,23,Problematic use likely (structured assessment)
15,2,1,2,0,2,0,4,3,2,4,0,0,0,3,4,1,0,0,2,1,4,33,High risk / addictive pattern (consider referral)
16,0,2,3,2,1,2,4,2,4,0,0,4,3,2,3,0,1,0,4,4,2,40,High risk / addictive pattern (consider referral)
18,1,2,1,1,2,2,4,4,1,3,3,2,4,1,3,1,1,1,2,1,2,41,High risk / addictive pattern (consider referral)
15,2,1,3,1,0,0,2,0,1,3,4,3,0,1,1,0,0,1,2,4,2,28,Problematic use likely (structured assessment)
16,2,3,4,1,0,3,1,4,2,4,3,0,0,1,4,1,0,0,3,3,2,37,High risk / addictive pattern (consider referral)
15,2,2,1,2,2,1,1,0,1,4,4,1,3,2,4,1,1,1,2,2,2,38,High risk / addictive pattern (consider referral)
13,1,1,3,0,1,1,3,3,0,3,3,0,0,1,1,0,1,1,4,0,3,27,Problematic use likely (structured assessment)
18,1,0,1,1,1,1,0,2,4,0,0,4,0,4,1,1,0,1,4,3,2,30,High risk / addictive pattern (consider referral)
15,1,1,1,0,2,2,4,3,1,2,4,2,0,4,2,1,1,0,2,2,2,36,High risk / addictive pattern (consider referral)
16,2,3,3,1,1,2,0,4,1,0,1,1,1,1,3,0,0,1,2,3,3,30,High risk / addictive pattern (consider referral)
19,0,1,0,0,1,0,0,3,0,0,3,3,4,0,1,1,1,1,4,3,1,27,Problematic use likely (structured assessment)
15,1,3,3,1,0,0,2,0,4,3,1,1,2,0,4,1,1,0,3,3,2,32,High risk / addictive pattern (consider referral)
19,0,3,4,1,0,3,2,3,4,0,3,4,4,3,4,0,1,0,0,3,3,41,High risk / addictive pattern (consider referral)
19,2,0,0,2,2,3,2,0,4,3,4,2,0,3,3,0,0,0,0,2,4,36,High risk / addictive pattern (consider referral)
17,0,2,2,2,0,3,4,0,3,3,4,4,1,4,1,0,1,0,0,1,2,35,High risk / addictive pattern (consider referral)
18,2,0,1,0,2,1,2,1,3,1,4,4,2,4,0,1,1,1,3,4,3,39,High risk / addictive pattern (consider referral)
15,0,3,1,2,1,2,0,4,2,3,0,0,1,0,1,1,0,0,0,1,3,24,Problematic use likely (structured assessment)
14,1,0,4,0,1,1,3,0,1,1,2,1,0,0,2,1,1,0,4,2,1,22,Problematic use likely (structured assessment)
14,1,3,1,2,2,3,2,2,4,4,1,1,4,2,3,1,1,1,1,2,0,40,High risk / addictive pattern (consider referral)
15,1,0,2,2,1,1,3,0,0,2,3,1,1,1,4,1,1,0,0,1,1,24,Problematic use likely (structured assessment)
16,2,0,3,2,1,0,0,3,2,1,1,4,3,2,1,0,1,0,0,2,3,28,Problematic use likely (structured assessment)
15,1,0,1,1,1,3,2,1,3,2,3,4,0,0,1,1,0,0,2,3,2,30,High risk / addictive pattern (consider referral)
16,0,1,4,2,2,1,4,3,1,0,3,3,2,3,4,1,0,1,2,3,4,40,High risk / addictive pattern (consider referral)
14,1,2,3,1,1,3,4,4,1,1,2,4,0,3,4,0,0,0,1,3,0,35,High risk / addictive pattern (consider referral)
16,1,1,0,0,2,1,2,3,1,3,2,4,3,3,2,0,1,1,0,2,4,36,High risk / addictive pattern (consider referral)
13,2,3,3,2,1,3,1,1,4,4,4,3,2,2,1,0,0,0,0,3,4,40,High risk / addictive pattern (consider referral)
17,0,0,1,0,1,2,0,1,1,3,2,3,4,3,0,1,1,1,1,1,0,25,Problematic use likely (structured assessment)
16,0,2,2,0,0,2,3,1,0,0,0,3,2,0,1,0,0,0,1,2,1,18,At-risk (brief advice/monitor)
16,0,1,3,2,1,1,4,3,4,0,1,2,2,2,0,1,1,0,3,1,4,33,High risk / addictive pattern (consider referral)
19,1,0,0,1,2,3,2,2,3,1,4,1,2,1,2,0,0,0,0,0,4,29,Problematic use likely (structured assessment)
19,0,3,2,1,0,3,4,4,1,3,0,3,1,2,1,1,0,0,1,3,4,35,High risk / addictive pattern (consider referral)
18,0,2,4,1,2,1,1,2,3,2,0,0,2,2,3,1,1,0,2,0,2,27,Problematic use likely (structured assessment)
19,2,1,0,1,1,3,2,3,2,4,2,2,0,1,2,1,0,1,3,2,2,35,High risk / addictive pattern (consider referral)
13,2,2,2,0,2,2,1,1,2,0,2,2,0,4,3,0,0,1,4,3,3,34,High risk / addictive pattern (consider referral)
15,1,0,2,1,2,2,4,1,3,3,2,1,1,2,0,1,1,1,1,0,1,28,Problematic use likely (structured assessment)
18,2,1,1,2,2,3,2,3,2,0,1,1,3,4,1,1,1,0,0,0,2,31,High risk / addictive pattern (consider referral)
15,0,3,1,2,2,1,0,4,4,1,3,1,2,1,0,0,0,1,3,2,3,33,High risk / addictive pattern (consider referral)
14,1,0,3,1,0,1,4,4,0,3,1,4,0,2,3,1,1,0,2,0,3,31,High risk / addictive pattern (consider referral)
13,2,0,2,2,1,3,3,2,2,2,4,0,1,3,3,1,1,0,4,3,1,38,High risk / addictive pattern (consider referral)
18,0,0,4,2,2,0,4,1,0,4,3,3,4,2,2,1,0,0,4,0,2,34,High risk / addictive pattern (consider referral)
14,1,1,1,0,0,0,4,2,1,3,3,2,0,3,1,1,1,0,4,0,3,30,High risk / addictive pattern (consider referral)
18,0,3,3,0,0,3,1,4,3,2,2,0,1,0,1,0,1,1,4,1,1,28,Problematic use likely (structured assessment)
13,0,2,1,1,0,0,0,3,1,0,0,3,3,1,1,0,1,1,4,4,3,28,Problematic use likely (structured assessment)
19,1,1,0,1,2,1,2,0,1,3,0,0,2,4,0,1,1,0,4,0,3,27,Problematic use likely (structured assessment)
17,1,0,1,1,1,3,0,3,1,4,4,2,4,3,3,0,0,0,2,4,0,36,High risk / addictive pattern (consider referral)
16,0,2,0,1,1,3,1,4,0,2,0,1,4,0,3,1,0,0,2,0,1,26,Problematic use likely (structured assessment)
19,2,1,3,1,2,3,3,3,0,1,1,2,0,2,0,0,1,1,3,1,0,27,Problematic use likely (structured assessment)
18,1,3,4,0,0,0,3,3,1,4,0,4,1,3,2,1,0,1,3,4,1,35,High risk / addictive pattern (consider referral)
18,2,2,0,1,2,0,0,2,3,4,1,4,2,0,1,1,0,1,1,2,4,33,High risk / addictive pattern (consider referral)
17,0,2,2,2,2,2,3,1,2,2,3,1,4,1,0,1,0,1,1,2,1,31,High risk / addictive pattern (consider referral)
16,1,3,3,1,0,2,0,3,2,1,4,2,1,3,2,1,1,0,3,4,4,38,High risk / addictive pattern (consider referral)
17,0,1,1,2,1,2,0,3,1,0,2,0,1,0,2,0,0,1,2,2,2,22,Problematic use likely (structured assessment)
18,2,0,4,2,2,0,4,0,0,1,4,2,4,0,0,0,1,1,3,4,2,32,High risk / addictive pattern (consider referral)
16,0,2,2,0,1,2,4,2,0,1,4,2,2,2,2,1,1,1,0,4,3,34,High risk / addictive pattern (consider referral)
15,2,1,3,1,1,1,1,4,4,2,1,4,0,4,3,1,1,0,4,4,3,42,High risk / addictive pattern (consider referral)
14,2,3,4,1,0,0,2,0,0,2,1,0,4,0,3,1,0,0,0,4,1,24,Problematic use likely (structured assessment)
19,1,1,4,2,1,2,1,1,3,1,3,3,1,1,2,0,1,0,4,1,3,32,High risk / addictive pattern (consider referral)
15,0,2,4,1,2,0,4,4,4,0,4,2,4,0,3,0,0,0,0,4,0,34,High risk / addictive pattern (consider referral)
13,0,3,2,1,0,1,2,0,2,2,2,1,3,3,4,0,0,0,4,0,2,30,High risk / addictive pattern (consider referral)
13,1,3,2,2,2,2,3,2,1,0,2,0,1,3,4,1,0,1,3,4,4,39,High risk / addictive pattern (consider referral)
13,0,1,0,2,0,3,4,0,1,0,1,0,1,1,1,1,1,0,3,2,0,22,Problematic use likely (structured assessment)
19,0,2,2,2,2,3,0,2,3,1,4,3,1,4,0,0,1,0,4,4,1,37,High risk / addictive pattern (consider referral)
13,1,3,3,1,2,0,3,0,0,3,0,0,4,3,2,1,0,0,0,3,4,30,High risk / addictive pattern (consider referral)
19,2,3,4,1,2,2,3,1,3,0,3,0,4,2,3,0,1,1,1,1,1,34,High risk / addictive pattern (consider referral)
15,0,3,2,1,0,0,4,3,2,4,3,4,2,4,3,0,0,0,2,3,0,38,High risk / addictive pattern (consider referral)
13,1,2,1,2,2,0,3,1,1,2,2,4,4,0,2,1,0,0,3,4,0,34,High risk / addictive pattern (consider referral)
19,1,2,2,1,0,1,0,4,0,3,4,2,1,4,4,1,0,1,3,4,2,38,High risk / addictive pattern (consider referral)
15,1,0,0,2,1,2,0,4,4,3,4,2,0,2,1,1,0,0,0,2,0,29,Problematic use likely (structured assessment)
17,0,1,4,2,2,3,0,4,2,0,4,2,2,0,3,1,0,0,1,1,4,32,High risk / addictive pattern (consider referral)
19,1,2,3,2,1,3,4,4,4,1,0,0,4,4,0,1,1,0,2,1,3,38,High risk / addictive pattern (consider referral)
16,2,2,3,0,0,0,4,1,1,2,3,4,1,0,4,0,0,1,0,3,2,30,High risk / addictive pattern (consider referral)
14,0,0,3,0,0,1,0,1,1,0,3,4,0,2,1,0,0,1,3,3,1,21,Problematic use likely (structured assessment)
15,1,3,1,2,0,0,3,4,3,0,0,1,2,1,4,0,0,0,3,1,4,32,High risk / addictive pattern (consider referral)
19,1,3,1,1,1,0,4,4,1,2,2,1,4,1,3,0,0,0,3,4,1,36,High risk / addictive pattern (consider referral)
14,0,2,2,0,0,2,0,3,1,3,3,0,3,0,0,1,0,1,0,4,1,24,Problematic use likely (structured assessment)
14,1,3,2,0,1,1,4,2,1,0,1,2,4,0,4,0,1,1,0,3,4,33,High risk / addictive pattern (consider referral)
19,1,3,2,0,2,3,1,4,0,1,3,2,4,2,0,0,1,0,2,2,0,31,High risk / addictive pattern (consider referral)
13,0,3,0,2,1,0,3,0,0,2,0,3,0,4,0,1,0,1,0,2,4,26,Problematic use likely (structured assessment)
13,2,3,4,2,0,0,0,1,1,1,1,2,2,3,4,0,0,1,4,3,1,31,High risk / addictive pattern (consider referral)
18,1,0,1,1,1,1,3,1,2,0,2,3,4,1,1,0,1,1,0,0,2,25,Problematic use likely (structured assessment)
17,0,3,0,2,0,0,1,0,1,4,4,1,4,4,1,0,1,0,2,1,2,31,High risk / addictive pattern (consider referral)
18,1,1,3,1,2,3,0,2,1,4,1,3,2,4,0,0,1,1,0,0,1,28,Problematic use likely (structured assessment)
18,2,1,0,0,1,1,0,4,2,2,3,1,3,0,2,1,0,1,3,2,2,31,High risk / addictive pattern (consider referral)
15,1,1,0,2,1,3,0,1,0,3,3,1,3,1,4,0,1,1,2,1,4,33,High risk / addictive pattern (consider referral)
17,2,1,4,2,1,0,0,1,4,2,0,0,1,3,2,1,1,0,2,1,2,26,Problematic use likely (structured assessment)
16,2,0,3,0,1,3,3,0,3,4,1,1,1,2,3,1,1,0,4,1,1,32,High risk / addictive pattern (consider referral)
14,0,1,3,0,1,2,2,0,1,0,4,4,0,0,4,1,1,0,1,4,3,29,Problematic use likely (structured assessment)
17,1,2,3,2,1,1,4,0,2,1,1,1,4,3,1,1,0,0,1,0,3,29,Problematic use likely (structured assessment)
19,1,3,2,2,1,3,2,3,0,3,3,2,4,0,1,1,0,0,0,3,3,35,High risk / addictive pattern (consider referral)
13,0,1,3,1,1,3,4,2,4,2,3,4,1,3,4,1,0,0,1,2,2,39,High risk / addictive pattern (consider referral)
15,2,3,3,2,0,1,1,1,2,1,3,2,3,1,0,0,1,1,2,0,1,27,Problematic use likely (structured assessment)
17,2,0,2,1,1,3,2,3,4,2,1,2,4,1,3,0,0,1,3,4,0,37,High risk / addictive pattern (consider referral)
14,1,0,3,2,2,2,0,0,0,2,3,1,3,0,1,0,0,1,3,1,0,22,Problematic use likely (structured assessment)
19,0,1,4,1,2,1,1,3,2,3,0,0,3,2,3,0,1,0,4,0,2,29,Problematic use likely (structured assessment)
19,2,1,1,2,0,3,1,3,0,1,1,4,2,2,2,1,0,0,0,1,3,29,Problematic use likely (structured assessment)
15,1,1,2,2,0,1,1,4,1,3,1,0,2,3,2,0,1,1,1,2,3,30,High risk / addictive pattern (consider referral)
13,2,3,0,0,0,3,1,1,0,1,1,0,2,0,4,0,0,1,0,4,1,24,Problematic use likely (structured assessment)
17,2,0,3,2,2,3,2,0,2,0,0,3,0,2,4,1,0,1,2,2,0,28,Problematic use likely (structured assessment)
18,1,1,4,1,0,1,1,1,0,4,1,4,0,0,4,1,0,0,1,0,0,21,Problematic use likely (structured assessment)
19,1,1,4,2,0,1,4,1,4,3,4,4,0,0,4,1,1,1,0,0,2,34,High risk / addictive pattern (consider referral)
15,2,3,4,1,1,3,0,4,1,0,4,3,0,2,1,0,0,0,1,0,4,30,High risk / addictive pattern (consider referral)
19,1,3,0,2,0,0,4,2,2,4,4,3,3,0,2,1,0,1,4,0,4,40,High risk / addictive pattern (consider referral)
19,0,3,3,0,1,2,2,1,2,2,1,2,0,4,0,1,1,0,2,4,3,31,High risk / addictive pattern (consider referral)
15,2,2,1,1,1,1,0,3,4,0,0,1,4,2,4,0,0,0,4,3,3,35,High risk / addictive pattern (consider referral)
13,2,2,2,0,1,0,3,3,0,2,2,1,0,4,4,0,0,1,1,0,3,29,Problematic use likely (structured assessment)
13,1,3,4,0,2,0,0,3,3,4,0,4,1,0,2,1,1,1,1,0,2,29,Problematic use likely (structured assessment)
16,1,2,1,0,2,2,0,0,0,4,4,3,0,4,0,0,1,0,1,3,0,27,Problematic use likely (structured assessment)
18,2,1,1,0,0,3,2,3,0,2,1,4,1,3,0,0,0,0,1,3,4,30,High risk / addictive pattern (consider referral)
15,1,2,4,0,0,1,2,3,2,3,0,2,3,0,2,0,1,1,0,3,1,27,Problematic use likely (structured assessment)
19,1,0,4,1,1,1,4,4,1,0,3,1,2,2,4,0,0,1,3,4,0,33,High risk / addictive pattern (consider referral)
18,1,3,0,1,2,0,2,1,3,1,2,3,0,1,0,0,0,1,2,0,3,26,Problematic use likely (structured assessment)
15,1,0,4,2,1,3,3,4,4,3,0,0,2,0,3,1,0,0,1,0,2,30,High risk / addictive pattern (consider referral)
13,2,2,2,2,2,1,0,0,2,2,0,4,4,0,1,1,0,0,0,4,1,28,Problematic use likely (structured assessment)
13,2,1,3,1,1,2,4,2,4,2,1,0,4,4,4,0,1,1,2,4,3,43,High risk / addictive pattern (consider referral)
13,0,1,0,1,2,1,1,2,1,2,1,4,3,4,3,0,1,0,3,1,2,33,High risk / addictive pattern (consider referral)
16,2,0,0,0,1,2,0,4,1,2,3,2,0,4,3,0,0,0,4,3,1,32,High risk / addictive pattern (consider referral)
14,0,0,3,1,0,0,3,1,0,4,1,2,4,3,4,0,0,0,2,3,4,32,High risk / addictive pattern (consider referral)
19,1,0,4,0,2,1,4,2,1,2,0,2,2,1,2,0,1,0,4,4,0,29,Problematic use likely (structured assessment)
15,2,3,3,2,2,2,2,1,3,4,4,2,4,3,1,1,0,1,3,1,2,43,High risk / addictive pattern (consider referral)
14,2,1,2,0,0,1,1,3,1,4,2,0,0,3,1,0,1,0,3,2,0,25,Problematic use likely (structured assessment)
18,0,0,3,0,1,2,2,4,2,0,1,1,0,4,3,0,0,1,3,0,1,25,Problematic use likely (structured assessment)
14,1,2,4,1,2,2,3,1,3,4,1,4,3,2,3,1,0,0,4,4,2,43,High risk / addictive pattern (consider referral)
19,2,2,0,0,0,1,4,2,0,0,1,3,4,1,1,1,0,1,0,1,1,25,Problematic use likely (structured assessment)
